	params	preprocess_model	train_accuracy	test_accuracy	train_logloss	test_logloss	train_macro_f1	test_macro_f1	train_macro_precision	test_macro_precision	train_macro_recall	test_macro_recall	train_micro_f1	test_micro_f1	train_micro_precision	test_micro_precision	train_micro_recall	test_micro_recall
DM	('strategy', 'most_frequent')	lda_10	0.72282895140038	0.7228728728728728			0.20977955359603198	0.20978525632051964	0.180707237850095	0.1807182182182182	0.25	0.25	0.72282895140038	0.7228728728728729	0.72282895140038	0.7228728728728728	0.72282895140038	0.7228728728728728
RF	('max_depth', 2.0)	lda_10	0.72282895140038	0.7228728728728728	245.69124749590733	247.94863993858198	0.20977955359603198	0.20978525632051964	0.180707237850095	0.1807182182182182	0.25	0.25	0.72282895140038	0.7228728728728729	0.72282895140038	0.7228728728728728	0.72282895140038	0.7228728728728728
RF	('max_depth', 2.5)	lda_10	0.72282895140038	0.7228728728728728	245.69124749590733	247.94863993858198	0.20977955359603198	0.20978525632051964	0.180707237850095	0.1807182182182182	0.25	0.25	0.72282895140038	0.7228728728728729	0.72282895140038	0.7228728728728728	0.72282895140038	0.7228728728728728
RF	('max_depth', 3.0)	lda_10	0.726450940736655	0.7192692692692693	249.18689575658945	250.1261263636788	0.2927192546785876	0.20917028083643424	0.38136726473699334	0.18046199869594365	0.25965608465608464	0.24874999999999997	0.726450940736655	0.7192692692692694	0.726450940736655	0.7192692692692693	0.726450940736655	0.7192692692692693
RF	('max_depth', 3.5)	lda_10	0.726450940736655	0.7192692692692693	249.18689575658945	250.1261263636788	0.2927192546785876	0.20917028083643424	0.38136726473699334	0.18046199869594365	0.25965608465608464	0.24874999999999997	0.726450940736655	0.7192692692692694	0.726450940736655	0.7192692692692693	0.726450940736655	0.7192692692692693
RF	('max_depth', 4.0)	lda_10	0.7318869890298462	0.7174674674674674	253.6790079849929	253.08121938749554	0.36426593567576776	0.2090844058814493	0.5741140476150497	0.18066449476999938	0.2693121693121693	0.248125	0.7318869890298462	0.7174674674674675	0.7318869890298462	0.7174674674674674	0.7318869890298462	0.7174674674674674
RF	('max_depth', 4.5)	lda_10	0.7318869890298462	0.7174674674674674	253.6790079849929	253.08121938749554	0.36426593567576776	0.2090844058814493	0.5741140476150497	0.18066449476999938	0.2693121693121693	0.248125	0.7318869890298462	0.7174674674674675	0.7318869890298462	0.7174674674674674	0.7318869890298462	0.7174674674674674
RF	('max_depth', 5.0)	lda_10	0.7382239382239383	0.7192692692692692	259.2505312593303	257.07310258910235	0.39880287640680734	0.2530307751870312	0.665541357186607	0.2565301331356377	0.2850529100529101	0.2617857142857143	0.7382239382239381	0.7192692692692692	0.7382239382239383	0.7192692692692692	0.7382239382239383	0.7192692692692692
RF	('max_depth', 5.5)	lda_10	0.7382239382239383	0.7192692692692692	259.2505312593303	257.07310258910235	0.39880287640680734	0.2530307751870312	0.665541357186607	0.2565301331356377	0.2850529100529101	0.2617857142857143	0.7382239382239381	0.7192692692692692	0.7382239382239383	0.7192692692692692	0.7382239382239383	0.7192692692692692
RF	('max_depth', 6.0)	lda_10	0.7445578231292517	0.7192692692692693	265.79910136500064	261.7473259035546	0.434594430200032	0.2792038367532075	0.767624984313844	0.30639846477002436	0.30461159211159217	0.2683035714285714	0.7445578231292517	0.7192692692692694	0.7445578231292517	0.7192692692692693	0.7445578231292517	0.7192692692692693
RF	('max_depth', 6.5)	lda_10	0.7445578231292517	0.7192692692692693	265.79910136500064	261.7473259035546	0.434594430200032	0.2792038367532075	0.767624984313844	0.30639846477002436	0.30461159211159217	0.2683035714285714	0.7445578231292517	0.7192692692692694	0.7445578231292517	0.7192692692692693	0.7445578231292517	0.7192692692692693
RF	('max_depth', 7.0)	lda_10	0.7558895630324202	0.7156656656656656	273.60295687906125	267.57779768084725	0.4822278815593197	0.2782048299814456	0.873826727662942	0.3061412410711476	0.3336760461760462	0.26705357142857145	0.7558895630324202	0.7156656656656656	0.7558895630324202	0.7156656656656656	0.7558895630324202	0.7156656656656656
RF	('max_depth', 7.5)	lda_10	0.7558895630324202	0.7156656656656656	273.60295687906125	267.57779768084725	0.4822278815593197	0.2782048299814456	0.873826727662942	0.3061412410711476	0.3336760461760462	0.26705357142857145	0.7558895630324202	0.7156656656656656	0.7558895630324202	0.7156656656656656	0.7558895630324202	0.7156656656656656
RF	('max_depth', 8.0)	lda_10	0.7776306919164062	0.7084084084084085	282.1628286852209	274.07892701003686	0.5322554113318889	0.28940774792149904	0.8828711429637599	0.3228413957573479	0.3824675324675325	0.27106351717902355	0.7776306919164062	0.7084084084084085	0.7776306919164062	0.7084084084084085	0.7776306919164062	0.7084084084084085
RF	('max_depth', 8.5)	lda_10	0.7776306919164062	0.7084084084084085	282.1628286852209	274.07892701003686	0.5322554113318889	0.28940774792149904	0.8828711429637599	0.3228413957573479	0.3824675324675325	0.27106351717902355	0.7776306919164062	0.7084084084084085	0.7776306919164062	0.7084084084084085	0.7776306919164062	0.7084084084084085
RF	('max_depth', 9.0)	lda_10	0.8070754427897284	0.7101601601601601	291.31306433285033	281.1109289208982	0.6026300343695963	0.3037217472261836	0.9402295393249182	0.35041359469786726	0.44398749398749404	0.27519251054852323	0.8070754427897284	0.7101601601601601	0.8070754427897284	0.7101601601601601	0.8070754427897284	0.7101601601601601
