	params	preprocess_model	train_accuracy	test_accuracy	train_logloss	test_logloss	train_macro_f1	test_macro_f1	train_macro_precision	test_macro_precision	train_macro_recall	test_macro_recall	train_micro_f1	test_micro_f1	train_micro_precision	test_micro_precision	train_micro_recall	test_micro_recall
DM	('strategy', 'most_frequent')	tfidf	0.72282895140038	0.7228728728728728			0.20977955359603198	0.20978525632051964	0.180707237850095	0.1807182182182182	0.25	0.25	0.72282895140038	0.7228728728728729	0.72282895140038	0.7228728728728728	0.72282895140038	0.7228728728728728
RF	('max_depth', 2.0)	tfidf	0.72282895140038	0.7228728728728728	246.02471563562372	248.64164243610657	0.20977955359603198	0.20978525632051964	0.180707237850095	0.1807182182182182	0.25	0.25	0.72282895140038	0.7228728728728729	0.72282895140038	0.7228728728728728	0.72282895140038	0.7228728728728728
RF	('max_depth', 2.5)	tfidf	0.72282895140038	0.7228728728728728	246.02471563562372	248.64164243610657	0.20977955359603198	0.20978525632051964	0.180707237850095	0.1807182182182182	0.25	0.25	0.72282895140038	0.7228728728728729	0.72282895140038	0.7228728728728728	0.72282895140038	0.7228728728728728
RF	('max_depth', 3.0)	tfidf	0.72282895140038	0.7228728728728728	248.5667268895836	250.41836368263375	0.20977955359603198	0.20978525632051964	0.180707237850095	0.1807182182182182	0.25	0.25	0.72282895140038	0.7228728728728729	0.72282895140038	0.7228728728728728	0.72282895140038	0.7228728728728728
RF	('max_depth', 3.5)	tfidf	0.72282895140038	0.7228728728728728	248.5667268895836	250.41836368263375	0.20977955359603198	0.20978525632051964	0.180707237850095	0.1807182182182182	0.25	0.25	0.72282895140038	0.7228728728728729	0.72282895140038	0.7228728728728728	0.72282895140038	0.7228728728728728
RF	('max_depth', 4.0)	tfidf	0.7241864313292885	0.7228728728728728	251.09451434645135	252.09413909050085	0.2752442644101928	0.20978525632051964	0.33095298239687143	0.1807182182182182	0.2517857142857143	0.25	0.7241864313292885	0.7228728728728729	0.7241864313292885	0.7228728728728728	0.7241864313292885	0.7228728728728728
RF	('max_depth', 4.5)	tfidf	0.7241864313292885	0.7228728728728728	251.09451434645135	252.09413909050085	0.2752442644101928	0.20978525632051964	0.33095298239687143	0.1807182182182182	0.2517857142857143	0.25	0.7241864313292885	0.7228728728728729	0.7241864313292885	0.7228728728728728	0.7241864313292885	0.7228728728728728
RF	('max_depth', 5.0)	tfidf	0.7250934608077465	0.7228728728728728	253.58783084402012	253.71795802203079	0.29754206877261624	0.20978525632051964	0.38111775597524733	0.1807182182182182	0.25297619047619047	0.25	0.7250934608077465	0.7228728728728729	0.7250934608077465	0.7228728728728728	0.7250934608077465	0.7228728728728728
RF	('max_depth', 5.5)	tfidf	0.7250934608077465	0.7228728728728728	253.58783084402012	253.71795802203079	0.29754206877261624	0.20978525632051964	0.38111775597524733	0.1807182182182182	0.25297619047619047	0.25	0.7250934608077465	0.7228728728728729	0.7250934608077465	0.7228728728728728	0.7250934608077465	0.7228728728728728
RF	('max_depth', 6.0)	tfidf	0.730520316234602	0.7228728728728728	256.11535870790146	255.49195048183574	0.36833547142554535	0.20978525632051964	0.5821099660676681	0.1807182182182182	0.27242063492063495	0.25	0.730520316234602	0.7228728728728729	0.730520316234602	0.7228728728728728	0.730520316234602	0.7228728728728728
RF	('max_depth', 6.5)	tfidf	0.730520316234602	0.7228728728728728	256.11535870790146	255.49195048183574	0.36833547142554535	0.20978525632051964	0.5821099660676681	0.1807182182182182	0.27242063492063495	0.25	0.730520316234602	0.7228728728728729	0.730520316234602	0.7228728728728728	0.730520316234602	0.7228728728728728
RF	('max_depth', 7.0)	tfidf	0.7345988845988846	0.7228728728728728	258.6488754095984	257.10471822293	0.3926302877952848	0.20978525632051964	0.6563617511681981	0.1807182182182182	0.2802910052910053	0.25	0.7345988845988846	0.7228728728728729	0.7345988845988846	0.7228728728728728	0.7345988845988846	0.7228728728728728
RF	('max_depth', 7.5)	tfidf	0.7345988845988846	0.7228728728728728	258.6488754095984	257.10471822293	0.3926302877952848	0.20978525632051964	0.6563617511681981	0.1807182182182182	0.2802910052910053	0.25	0.7345988845988846	0.7228728728728729	0.7345988845988846	0.7228728728728728	0.7345988845988846	0.7228728728728728
RF	('max_depth', 8.0)	tfidf	0.7382239382239382	0.7246746746746747	261.23156098987477	258.94311684271304	0.39578368183515145	0.2331110479909299	0.6472049406144725	0.23104581854581854	0.2850529100529101	0.2523809523809524	0.7382239382239382	0.7246746746746748	0.7382239382239382	0.7246746746746747	0.7382239382239382	0.7246746746746747
RF	('max_depth', 8.5)	tfidf	0.7382239382239382	0.7246746746746747	261.23156098987477	258.94311684271304	0.39578368183515145	0.2331110479909299	0.6472049406144725	0.23104581854581854	0.2850529100529101	0.2523809523809524	0.7382239382239382	0.7246746746746748	0.7382239382239382	0.7246746746746747	0.7382239382239382	0.7246746746746747
RF	('max_depth', 9.0)	tfidf	0.7413954771097628	0.7246746746746747	263.78762292417656	260.7630291922933	0.40113305111463377	0.2331110479909299	0.6543298839065305	0.23104581854581854	0.28921957671957677	0.2523809523809524	0.7413954771097627	0.7246746746746748	0.7413954771097628	0.7246746746746747	0.7413954771097628	0.7246746746746747
RF	('max_depth', 9.5)	tfidf	0.7413954771097628	0.7246746746746747	263.78762292417656	260.7630291922933	0.40113305111463377	0.2331110479909299	0.6543298839065305	0.23104581854581854	0.28921957671957677	0.2523809523809524	0.7413954771097627	0.7246746746746748	0.7413954771097628	0.7246746746746747	0.7413954771097628	0.7246746746746747
